"loan_id","user_id","application_date","requested_amount","currency","est_credit_score","requested_term_months","loan_purpose","acquisition_channel","outcome"
67337,U38183,"2025-10-16",11300,GBP,577.0,48.0,Holiday / travel,Direct / App Store,Rejected
67340,U82665,"2025-11-11",12950,GBP,611.0,6.0,Wedding,Affiliate / Comparison Site,Granted
67343,U54628,"2025-12-03",3450,GBP,345.0,12.0,Car purchase,Referral,Rejected
67348,U84666,"2025-11-13",25000,GBP,,36.0,Wedding,Direct / App Store,Abandoned - No Documents Uploaded
67351,U49800,"2025-10-02",2950,GBP,436.0,24.0,Wedding,Referral,Abandoned - No Documents Uploaded
67358,U80482,"2025-10-23",8200,GBP,525.0,12.0,Medical expenses,Affiliate / Comparison Site,Granted
67365,U58339,"2025-11-24",2250,GBP,570.0,60.0,Debt consolidation,Affiliate / Comparison Site,Rejected
67371,U24043,"2025-10-25",3850,GBP,769.0,12.0,Wedding,"",Granted
67390,U57134,"2025-12-09",15100,GBP,642.0,24.0,Home improvement,Organic Search,Abandoned - No Documents Uploaded
67396,U27147,"2025-12-22",1800,GBP,691.0,36.0,Wedding,Referral,Granted
67403,U70878,"2025-11-26",7650,GBP,638.0,36.0,Wedding,Organic Search,Granted
67404,U34126,"2025-11-06",7950,GBP,813.0,48.0,Car purchase,Direct / App Store,Abandoned - Post Approval
67407,U71797,"2025-10-20",2350,GBP,613.0,6.0,"",Organic Search,Abandoned - No Documents Uploaded
67410,U73571,"2025-12-04",4700,GBP,703.0,6.0,Education / tuition,Social Media Ads,Abandoned - No Documents Uploaded
67420,U82862,"2025-11-27",15000,GBP,646.0,24.0,Home improvement,Referral,Abandoned - No Documents Uploaded
67424,U74838,"2025-11-29",9200,GBP,850.0,24.0,Home improvement,Organic Search,Abandoned - No Documents Uploaded
67427,U21206,"2025-10-27",9550,GBP,522.0,36.0,Education / tuition,Paid Search,Rejected
67441,U67909,"2025-10-05",18750,GBP,674.0,24.0,Other / unspecified,Paid Search,Abandoned - Document Issues
67444,U22228,"2025-12-27",17800,GBP,631.0,12.0,Other / unspecified,Organic Search,Rejected
67452,U65937,"2025-10-18",500,GBP,644.0,60.0,Car purchase,"",Rejected
67453,U17476,"2025-10-02",7250,GBP,508.0,24.0,Business investment,Direct / App Store,Rejected
67458,U98868,"2025-12-04",8700,GBP,622.0,24.0,Medical expenses,Affiliate / Comparison Site,Abandoned - No Documents Uploaded
67465,U33373,"2025-11-10",11900,GBP,549.0,24.0,Wedding,"",Abandoned - No Documents Uploaded
67475,U83876,"2025-12-24",11200,GBP,431.0,60.0,Home improvement,Social Media Ads,Abandoned - No Documents Uploaded
67479,U54878,"2025-12-16",8750,GBP,500.0,6.0,Wedding,"",Abandoned - Document Issues
91945,U64682,"2025-10-06",9000,GBP,543.0,36.0,Wedding,Referral,Granted
67491,U80383,"2025-11-09",5150,GBP,615.0,6.0,Wedding,Affiliate / Comparison Site,Abandoned - No Documents Uploaded
67503,U32069,"2025-11-19",10150,GBP,758.0,6.0,Education / tuition,Direct / App Store,Abandoned - No Documents Uploaded
67505,U48239,"2025-10-15",6850,GBP,786.0,,Medical expenses,Social Media Ads,Granted
67511,U25611,"2025-11-05",1550,GBP,674.0,24.0,Car purchase,Referral,Granted
67517,U83565,"2025-12-18",4450,GBP,748.0,12.0,Wedding,Social Media Ads,Granted
67519,U36602,"2025-10-24",10250,GBP,758.0,,Other / unspecified,Social Media Ads,Granted
67523,U67987,"2025-11-17",16800,GBP,560.0,,Business investment,Organic Search,Rejected
67540,U20403,"2025-12-07",15250,GBP,,6.0,"",Direct / App Store,Granted
67542,U67785,"2025-11-11",25000,GBP,598.0,,Education / tuition,Referral,Rejected
67570,U74361,"2025-12-14",2350,GBP,627.0,48.0,Wedding,Direct / App Store,Rejected
67573,U74463,"2025-12-31",6600,GBP,628.0,36.0,Car purchase,Referral,Rejected
67583,U23865,"2025-10-20",14250,GBP,677.0,12.0,Education / tuition,Referral,Rejected
67586,U63098,"2025-12-22",25000,GBP,850.0,36.0,Wedding,Referral,Abandoned - No Documents Uploaded
67587,U78130,"2025-11-14",20400,GBP,636.0,12.0,Car purchase,Direct / App Store,Rejected
67592,U12921,"2025-11-09",23750,GBP,803.0,6.0,Wedding,Referral,Abandoned - No Documents Uploaded
67594,U17871,"2025-10-28",19450,GBP,489.0,6.0,Home improvement,Referral,Rejected
67598,U57838,"2025-11-11",16250,GBP,655.0,36.0,Debt consolidation,Direct / App Store,Abandoned - No Documents Uploaded
67599,U16857,"2025-10-04",14700,GBP,486.0,24.0,Debt consolidation,Organic Search,Rejected
67603,U76419,"2025-10-09",10350,GBP,,24.0,Wedding,Paid Search,Abandoned - Post Approval
67609,U37730,"2025-11-18",3400,GBP,766.0,24.0,Other / unspecified,Organic Search,Abandoned - Document Issues
67610,U38261,"2025-11-08",14450,GBP,654.0,24.0,Education / tuition,Organic Search,Rejected
67621,U95577,"2025-12-17",11650,GBP,568.0,12.0,Wedding,Social Media Ads,Abandoned - No Documents Uploaded
67631,U14661,"2025-12-10",5700,GBP,659.0,12.0,Wedding,Organic Search,Abandoned - Document Issues
67632,U79102,"2025-11-24",3800,GBP,732.0,24.0,Debt consolidation,Referral,Granted
67635,U19591,"2025-10-13",14850,GBP,533.0,12.0,Wedding,Organic Search,Granted
67637,U76353,"2025-11-19",9650,GBP,640.0,12.0,Home improvement,Referral,Abandoned - No Documents Uploaded
68359,U88968,"2025-11-16",3500,GBP,,12.0,"",Social Media Ads,Rejected
67640,U53850,"2025-12-15",25000,GBP,,6.0,Car purchase,Organic Search,Rejected
67643,U13333,"2025-11-04",10650,GBP,682.0,24.0,Holiday / travel,Paid Search,Rejected
67648,U36911,"2025-12-25",10050,GBP,612.0,60.0,Car purchase,Paid Search,Rejected
67652,U65864,"2025-10-10",17000,GBP,708.0,24.0,Car purchase,Referral,Granted
67663,U60269,"2025-10-01",18150,GBP,,24.0,Education / tuition,Affiliate / Comparison Site,Granted
67666,U94144,"2025-11-03",25000,GBP,783.0,48.0,Business investment,Organic Search,Granted
67667,U18593,"2025-11-14",8700,GBP,517.0,,Wedding,Organic Search,Abandoned - No Documents Uploaded
67706,U76404,"2025-11-07",8250,GBP,677.0,36.0,Wedding,"",Abandoned - No Documents Uploaded
67715,U18307,"2025-10-26",18500,GBP,729.0,48.0,Debt consolidation,Social Media Ads,Granted
67716,U40253,"2025-11-22",13100,GBP,497.0,12.0,Business investment,Paid Search,Granted
67732,U65184,"2025-11-28",9500,GBP,707.0,12.0,Car purchase,Paid Search,Granted
67743,U13968,"2025-10-20",9350,GBP,549.0,12.0,Other / unspecified,Paid Search,Rejected
67748,U88308,"2025-11-19",7050,GBP,712.0,24.0,Wedding,Direct / App Store,Abandoned - No Documents Uploaded
67751,U59035,"2025-10-06",12250,GBP,777.0,6.0,Holiday / travel,Affiliate / Comparison Site,Rejected
67754,U92383,"2025-11-18",9250,GBP,737.0,36.0,Medical expenses,"",Granted
67762,U68133,"2025-12-23",1750,GBP,533.0,24.0,Wedding,Organic Search,Rejected
67778,U73571,"2025-11-12",3550,GBP,572.0,24.0,Business investment,Social Media Ads,Granted
67779,U18487,"2025-12-16",3400,GBP,,36.0,Wedding,Paid Search,Abandoned - No Documents Uploaded
67782,U61327,"2025-12-01",6300,GBP,631.0,36.0,Wedding,Organic Search,Abandoned - Document Issues
67784,U47752,"2025-10-25",1650,GBP,674.0,12.0,Home improvement,Affiliate / Comparison Site,Abandoned - Document Issues
67792,U61894,"2025-11-24",5900,GBP,678.0,24.0,Debt consolidation,Organic Search,Granted
67798,U22143,"2025-10-30",10600,GBP,,24.0,Other / unspecified,"",Abandoned - Post Approval
67803,U58248,"2025-10-14",16600,GBP,675.0,12.0,Home improvement,Organic Search,Granted
67807,U23462,"2025-11-21",23150,GBP,613.0,12.0,Other / unspecified,Organic Search,Granted
67812,U24194,"2025-11-29",25000,GBP,596.0,6.0,Business investment,Organic Search,Abandoned - No Documents Uploaded
67821,U37814,"2025-11-26",7900,GBP,621.0,24.0,Debt consolidation,Affiliate / Comparison Site,Abandoned - No Documents Uploaded
67825,U47784,"2025-10-15",4800,GBP,639.0,48.0,"","",Abandoned - No Documents Uploaded
67842,U87770,"2025-12-18",4650,GBP,679.0,12.0,Wedding,Social Media Ads,Abandoned - No Documents Uploaded
67853,U37565,"2025-12-01",5250,GBP,625.0,24.0,Home improvement,Affiliate / Comparison Site,Rejected
67854,U99421,"2025-10-16",25000,GBP,569.0,,Business investment,Referral,Rejected
67856,U56713,"2025-12-01",14100,GBP,395.0,36.0,Debt consolidation,Organic Search,Abandoned - No Documents Uploaded
67857,U76035,"2025-11-03",9350,GBP,645.0,24.0,Medical expenses,Social Media Ads,Abandoned - Document Issues
67861,U68988,"2025-10-31",12500,GBP,478.0,,Holiday / travel,Social Media Ads,Rejected
67871,U32976,"2025-10-26",1450,GBP,829.0,,Holiday / travel,Affiliate / Comparison Site,Granted
67872,U68819,"2025-10-25",6250,GBP,663.0,36.0,Holiday / travel,Social Media Ads,Granted
67880,U33461,"2025-11-21",500,GBP,698.0,,Education / tuition,"",Abandoned - Document Issues
67884,U88891,"2025-10-18",2650,GBP,566.0,36.0,Car purchase,Direct / App Store,Rejected
67888,U31024,"2025-11-04",4250,GBP,690.0,60.0,Debt consolidation,"",Abandoned - No Documents Uploaded
67892,U83543,"2025-10-13",10100,GBP,717.0,12.0,Other / unspecified,Direct / App Store,Abandoned - No Documents Uploaded
67901,U17002,"2025-10-02",25000,GBP,700.0,36.0,Debt consolidation,Referral,Granted
67907,U79848,"2025-12-05",17100,GBP,716.0,12.0,Holiday / travel,Affiliate / Comparison Site,Abandoned - Post Approval
67911,U65375,"2025-10-10",1050,GBP,523.0,24.0,Education / tuition,Social Media Ads,Rejected
67912,U18188,"2025-10-13",5450,GBP,665.0,60.0,Debt consolidation,Organic Search,Abandoned - Document Issues
67913,U37766,"2025-10-20",7550,GBP,615.0,36.0,Business investment,Direct / App Store,Abandoned - Document Issues
67926,U28901,"2025-11-26",9850,GBP,619.0,60.0,Business investment,Social Media Ads,Abandoned - Document Issues
67932,U61531,"2025-11-06",10150,GBP,782.0,24.0,Home improvement,Referral,Abandoned - Post Approval
67934,U61614,"2025-11-10",10600,GBP,673.0,,Medical expenses,Paid Search,Granted
67937,U27460,"2025-11-23",8450,GBP,657.0,36.0,"",Paid Search,Granted
67940,U56679,"2025-10-22",4350,GBP,,36.0,Medical expenses,Social Media Ads,Abandoned - No Documents Uploaded
67946,U62937,"2025-11-19",14750,GBP,719.0,36.0,Other / unspecified,Paid Search,Abandoned - No Documents Uploaded
67958,U87651,"2025-12-08",3200,GBP,683.0,36.0,"",Organic Search,Granted
67959,U66291,"2025-12-28",9100,GBP,620.0,36.0,Business investment,Affiliate / Comparison Site,Granted
67967,U68755,"2025-12-19",6750,GBP,655.0,,Car purchase,Organic Search,Abandoned - No Documents Uploaded
67968,U15163,"2025-12-07",17500,GBP,619.0,12.0,Wedding,Social Media Ads,Abandoned - No Documents Uploaded
67974,U49346,"2025-10-11",18000,GBP,488.0,60.0,Wedding,Organic Search,Rejected
67977,U98010,"2025-11-16",8800,GBP,538.0,24.0,Business investment,"",Rejected
67981,U44836,"2025-11-19",4100,GBP,,48.0,Car purchase,Social Media Ads,Abandoned - No Documents Uploaded
67983,U13265,"2025-11-17",6250,GBP,656.0,12.0,Business investment,Organic Search,Rejected
67985,U48969,"2025-11-25",7850,GBP,687.0,60.0,Business investment,Referral,Rejected
67986,U84857,"2025-10-19",11850,GBP,538.0,24.0,Car purchase,Paid Search,Rejected
67991,U93342,"2025-11-17",3950,GBP,641.0,48.0,Home improvement,Paid Search,Granted
67996,U70376,"2025-11-16",9250,GBP,563.0,24.0,Home improvement,Social Media Ads,Rejected
67997,U20498,"2025-10-07",9700,GBP,572.0,48.0,Business investment,Paid Search,Rejected
67998,U75542,"2025-10-13",5200,GBP,617.0,12.0,Car purchase,Social Media Ads,Abandoned - Post Approval
68001,U24897,"2025-10-18",8300,GBP,590.0,60.0,Debt consolidation,Direct / App Store,Rejected
68002,U17734,"2025-12-03",1100,GBP,530.0,24.0,Car purchase,"",Abandoned - No Documents Uploaded
68007,U38855,"2025-11-14",2600,GBP,850.0,,Home improvement,Paid Search,Granted
68014,U46664,"2025-11-02",12850,GBP,706.0,12.0,Home improvement,Referral,Abandoned - No Documents Uploaded
68035,U35659,"2025-12-19",3250,GBP,597.0,24.0,Other / unspecified,Affiliate / Comparison Site,Rejected
68043,U62379,"2025-11-10",13900,GBP,541.0,,"",Social Media Ads,Abandoned - No Documents Uploaded
68058,U51630,"2025-10-23",6650,GBP,744.0,60.0,Wedding,"",Abandoned - No Documents Uploaded
68060,U30847,"2025-12-05",2150,GBP,463.0,24.0,Car purchase,Social Media Ads,Abandoned - No Documents Uploaded
68061,U20062,"2025-10-29",6850,GBP,667.0,12.0,Medical expenses,Referral,Granted
68066,U92362,"2025-10-20",16650,GBP,823.0,6.0,Other / unspecified,Organic Search,Granted
68071,U80776,"2025-12-07",16300,GBP,703.0,24.0,Wedding,Direct / App Store,Granted
68074,U15878,"2025-11-10",14550,GBP,558.0,,Home improvement,Paid Search,Abandoned - Post Approval
68078,U53612,"2025-12-02",9850,GBP,627.0,36.0,Wedding,Organic Search,Abandoned - Document Issues
68080,U94707,"2025-11-24",7450,GBP,741.0,12.0,"",Organic Search,Abandoned - Document Issues
68082,U25177,"2025-11-21",8500,GBP,578.0,60.0,Medical expenses,Social Media Ads,Abandoned - Document Issues
68093,U74672,"2025-10-13",22850,GBP,762.0,24.0,"",Affiliate / Comparison Site,Granted
68097,U81907,"2025-10-28",10950,GBP,742.0,60.0,Business investment,"",Abandoned - No Documents Uploaded
68099,U74683,"2025-11-08",10450,GBP,627.0,36.0,Education / tuition,"",Abandoned - No Documents Uploaded
68100,U45433,"2025-10-21",11950,GBP,605.0,6.0,Debt consolidation,Affiliate / Comparison Site,Granted
68103,U51594,"2025-10-11",6800,GBP,643.0,6.0,Wedding,Paid Search,Granted
68105,U37384,"2025-11-27",1300,GBP,619.0,36.0,Other / unspecified,Affiliate / Comparison Site,Rejected
68106,U82499,"2025-10-03",17850,GBP,692.0,48.0,Medical expenses,Social Media Ads,Granted
68108,U89093,"2025-12-18",10950,GBP,778.0,24.0,Home improvement,Referral,Granted
68109,U45491,"2025-12-02",2950,GBP,745.0,36.0,Wedding,Paid Search,Abandoned - Post Approval
68116,U40002,"2025-12-22",10600,GBP,790.0,24.0,Wedding,Direct / App Store,Abandoned - No Documents Uploaded
68123,U59313,"2025-11-13",15250,GBP,458.0,24.0,Medical expenses,Direct / App Store,Abandoned - No Documents Uploaded
68138,U95086,"2025-12-26",21350,GBP,630.0,36.0,Wedding,Organic Search,Abandoned - Post Approval
68149,U76602,"2025-11-08",20550,GBP,761.0,36.0,Wedding,Organic Search,Granted
68153,U48729,"2025-11-12",17650,GBP,791.0,36.0,Wedding,Social Media Ads,Pending Disbursement
68158,U46493,"2025-12-29",10600,GBP,504.0,12.0,"",Paid Search,Abandoned - No Documents Uploaded
68162,U94647,"2025-11-03",8800,GBP,586.0,48.0,Wedding,Social Media Ads,Abandoned - No Documents Uploaded
68164,U13707,"2025-11-12",600,GBP,793.0,24.0,Debt consolidation,Direct / App Store,Abandoned - No Documents Uploaded
68171,U79584,"2025-10-09",11650,GBP,602.0,36.0,Debt consolidation,"",Abandoned - No Documents Uploaded
68175,U49718,"2025-10-29",7400,GBP,552.0,24.0,Home improvement,"",Rejected
68183,U96690,"2025-12-09",1850,GBP,,36.0,Wedding,Social Media Ads,Rejected
68184,U73258,"2025-12-02",650,GBP,591.0,24.0,Education / tuition,"",Abandoned - Document Issues
68189,U16984,"2025-12-15",10850,GBP,599.0,60.0,Debt consolidation,Social Media Ads,Rejected
68192,U29059,"2025-10-08",16150,GBP,634.0,24.0,Car purchase,"",Rejected
68204,U27355,"2025-11-08",18150,GBP,,12.0,Car purchase,Organic Search,Abandoned - No Documents Uploaded
68207,U94989,"2025-10-23",9400,GBP,712.0,24.0,"",Organic Search,Granted
68217,U80127,"2025-11-01",7050,GBP,623.0,24.0,Medical expenses,Direct / App Store,Abandoned - Document Issues
68219,U47518,"2025-11-10",18200,GBP,690.0,36.0,Education / tuition,Affiliate / Comparison Site,Abandoned - Document Issues
68225,U45993,"2025-12-10",7550,GBP,571.0,60.0,Wedding,Referral,Abandoned - No Documents Uploaded
68241,U86030,"2025-11-06",9100,GBP,556.0,24.0,"",Social Media Ads,Granted
68244,U86239,"2025-12-27",17850,GBP,513.0,24.0,Holiday / travel,"",Rejected
68247,U72409,"2025-10-09",8050,GBP,,12.0,Wedding,Referral,Rejected
68248,U28291,"2025-10-15",2250,GBP,,12.0,Medical expenses,Referral,Granted
68251,U71521,"2025-11-23",8850,GBP,,24.0,Car purchase,Paid Search,Granted
68266,U58823,"2025-11-21",11800,GBP,592.0,24.0,Wedding,Organic Search,Abandoned - No Documents Uploaded
68272,U72258,"2025-11-05",13950,GBP,456.0,60.0,Debt consolidation,Direct / App Store,Rejected
68275,U88330,"2025-11-10",5450,GBP,737.0,24.0,Car purchase,Social Media Ads,Abandoned - No Documents Uploaded
68282,U65299,"2025-11-27",11600,GBP,675.0,24.0,Medical expenses,Paid Search,Granted
68290,U33159,"2025-11-18",16350,GBP,763.0,36.0,Holiday / travel,Social Media Ads,Abandoned - No Documents Uploaded
68302,U64811,"2025-10-08",2600,GBP,733.0,24.0,Home improvement,Paid Search,Granted
68303,U59946,"2025-12-13",25000,GBP,619.0,24.0,Debt consolidation,Paid Search,Rejected
68304,U69573,"2025-11-09",5450,GBP,,36.0,Wedding,"",Granted
68305,U25066,"2025-12-25",4050,GBP,724.0,12.0,Wedding,Organic Search,Abandoned - Document Issues
68310,U18634,"2025-10-07",12350,GBP,752.0,6.0,"",Organic Search,Granted
68312,U45432,"2025-10-01",15050,GBP,607.0,24.0,Debt consolidation,Referral,Abandoned - Document Issues
68321,U37439,"2025-11-21",15600,GBP,543.0,24.0,Home improvement,Affiliate / Comparison Site,Rejected
68323,U80815,"2025-12-06",13150,GBP,,24.0,Holiday / travel,Affiliate / Comparison Site,Granted
68324,U43274,"2025-10-28",4250,GBP,729.0,36.0,Medical expenses,Direct / App Store,Granted
68333,U70211,"2025-11-09",3650,GBP,611.0,12.0,Wedding,Social Media Ads,Abandoned - No Documents Uploaded
68335,U75998,"2025-11-01",9550,GBP,451.0,12.0,Medical expenses,Paid Search,Abandoned - No Documents Uploaded
68336,U23458,"2025-10-14",11450,GBP,572.0,24.0,Other / unspecified,Direct / App Store,Abandoned - No Documents Uploaded
68337,U96584,"2025-10-13",7550,GBP,567.0,36.0,Car purchase,Affiliate / Comparison Site,Abandoned - No Documents Uploaded
68340,U29459,"2025-10-10",2000,GBP,692.0,24.0,Wedding,Organic Search,Granted
68346,U38759,"2025-12-05",4200,GBP,634.0,24.0,"",Paid Search,Pending Disbursement
68347,U51752,"2025-11-20",12850,GBP,490.0,24.0,Debt consolidation,Referral,Abandoned - No Documents Uploaded
68354,U40286,"2025-11-05",18000,GBP,685.0,36.0,Wedding,Paid Search,Abandoned - No Documents Uploaded
68356,U60064,"2025-11-12",10900,GBP,779.0,36.0,Home improvement,Organic Search,Abandoned - No Documents Uploaded
68364,U74005,"2025-11-24",8400,GBP,570.0,,Wedding,Affiliate / Comparison Site,Rejected
68365,U65889,"2025-11-09",7300,GBP,776.0,24.0,Wedding,Paid Search,Abandoned - Post Approval
68375,U75574,"2025-12-08",5600,GBP,609.0,24.0,Wedding,Referral,Rejected
68376,U27190,"2025-10-22",5900,GBP,734.0,36.0,Home improvement,Social Media Ads,Granted
68378,U53985,"2025-10-05",500,GBP,595.0,12.0,Wedding,Paid Search,Granted
68381,U41880,"2025-11-24",15350,GBP,644.0,36.0,Other / unspecified,Social Media Ads,Granted
68385,U29716,"2025-10-20",9300,GBP,534.0,36.0,Debt consolidation,Paid Search,Rejected
68386,U85824,"2025-12-21",4500,GBP,691.0,24.0,Wedding,Paid Search,Abandoned - No Documents Uploaded
68388,U56174,"2025-12-26",8050,GBP,683.0,6.0,Debt consolidation,"",Rejected
68390,U62591,"2025-12-31",3150,GBP,500.0,48.0,Other / unspecified,Referral,Abandoned - No Documents Uploaded
68396,U35215,"2025-10-01",4700,GBP,616.0,36.0,"",Organic Search,Granted
68409,U38706,"2025-11-09",5900,GBP,622.0,48.0,Wedding,Affiliate / Comparison Site,Rejected
68411,U50440,"2025-10-17",10600,GBP,696.0,36.0,Wedding,Paid Search,Abandoned - No Documents Uploaded
68416,U94775,"2025-12-31",13000,GBP,,24.0,Education / tuition,Affiliate / Comparison Site,Granted
68419,U17275,"2025-11-23",6300,GBP,605.0,48.0,Medical expenses,Social Media Ads,Abandoned - No Documents Uploaded
68422,U77275,"2025-12-05",18900,GBP,708.0,,Education / tuition,Referral,Rejected
68429,U25990,"2025-10-19",1150,GBP,606.0,,Car purchase,Organic Search,Abandoned - Document Issues
68444,U64875,"2025-10-06",5900,GBP,601.0,60.0,"",Paid Search,Abandoned - Document Issues
68445,U75158,"2025-11-12",650,GBP,654.0,12.0,Other / unspecified,Organic Search,Rejected
68453,U42621,"2025-11-10",24550,GBP,618.0,6.0,Wedding,Social Media Ads,Abandoned - No Documents Uploaded
68454,U63051,"2025-12-29",500,GBP,666.0,,"",Social Media Ads,Abandoned - No Documents Uploaded
68457,U28787,"2025-11-28",12050,GBP,445.0,36.0,Wedding,Paid Search,Granted
